"id","name","weight","calories","link"
91,Å©¸²¼Ò½º½ºÆÄ°ÔÆ¼,"400",825,https://www.coupang.com/vp/products/7235511528?itemId=16249804316&vendorItemId=3008200346&pickType=COU_PICK&q=%ED%81%AC%EB%A6%BC%EC%86%8C%EC%8A%A4%EC%8A%A4%ED%8C%8C%EA%B2%8C%ED%8B%B0&searchId=4b69caa43850376&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimks1sx
92,Åä¸¶Åä¼Ò½º½ºÆÄ°ÔÆ¼,"500",642,https://www.coupang.com/vp/products/7679648178?itemId=20095449843&vendorItemId=3000131283&pickType=COU_PICK&q=%ED%86%A0%EB%A7%88%ED%86%A0%EC%86%8C%EC%8A%A4%20%EC%8A%A4%ED%8C%8C%EA%B2%8C%ED%8B%B0&searchId=e7c0f6d124747956&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimksbor
93,ÇØ¹°Ä®±¹¼ö,"900",621,https://www.coupang.com/vp/products/6567665282?itemId=18171779674&vendorItemId=85321120973&q=%ED%95%B4%EB%AC%BC%EC%B9%BC%EA%B5%AD%EC%88%98&searchId=ba6881a919911591&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimksom1
94,È¸³Ã¸é,"550",639,https://www.coupang.com/vp/products/7283841926?itemId=18601999166&vendorItemId=85738011071&pickType=COU_PICK&q=%ED%9A%8C%EB%83%89%EB%A9%B4&searchId=2ebacb1b18105911&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mimksxth
95,¶±±¹,"800",715,https://www.coupang.com/vp/products/6256457127?itemId=18201949752&vendorItemId=85350389855&q=%EB%96%A1%EA%B5%AD&searchId=7da1eb5913493501&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimkt503
96,¶±¸¸µÔ±¹,"700",625,https://www.coupang.com/vp/products/7360934430?itemId=18964528002&vendorItemId=86090342225&pickType=COU_PICK&q=%EB%96%A1%EB%A7%8C%EB%91%A3%EA%B5%AD&searchId=10d5546e11538758&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimktbjg
97,Â¥Àå¶ó¸é,"250",409,https://www.coupang.com/vp/products/8821592139?itemId=13447261191&vendorItemId=3000100413&q=%EC%A7%9C%EC%9E%A5%EB%9D%BC%EB%A9%B4&searchId=a77555692832655&sourceType=search&itemsCount=34&searchRank=2&rank=2&traceId=mimktko2
98,°í±â¸¸µÎ,"250",454,https://www.coupang.com/vp/products/158010844?itemId=512566621&vendorItemId=4317597095&pickType=COU_PICK&q=%EA%B3%A0%EA%B8%B0%EB%A7%8C%EB%91%90&searchId=d73544e22618953&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mimktt8a
99,±º¸¸µÎ,"250",684,https://www.coupang.com/vp/products/446692?itemId=1236711&vendorItemId=92095214394&q=%EA%B5%B0%EB%A7%8C%EB%91%90&searchId=a7dd36049710353&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimku0ta
100,±èÄ¡¸¸µÎ,"250",425,https://www.coupang.com/vp/products/2359401599?itemId=15712832123&vendorItemId=91745423916&q=%EA%B9%80%EC%B9%98%EB%A7%8C%EB%91%90&searchId=d537384e24387890&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimku7m2
101,¹°¸¸µÎ,"120",158,https://www.coupang.com/vp/products/662582?itemId=4309292&vendorItemId=70911746328&q=%EB%AC%BC%EB%A7%8C%EB%91%90&searchId=1c87f8d913502269&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkuec6
102,¸¸µÔ±¹,"700",433,https://www.coupang.com/vp/products/7360934430?itemId=18964528002&vendorItemId=86090342225&pickType=COU_PICK&q=%EB%A7%8C%EB%91%A3%EA%B5%AD&searchId=ab44a90216711874&sourceType=search&itemsCount=34&searchRank=1&rank=1&traceId=mimkun6q
103,°Ô»ìÁ×,"800",554,https://www.coupang.com/vp/products/6251326324?itemId=22696340870&vendorItemId=89732025205&sourceType=srp_product_ads&clickEventId=191fa0c0-ce64-11f0-9eef-3a8b9a386564&korePlacement=15&koreSubPlacement=1&clickEventId=191fa0c0-ce64-11f0-9eef-3a8b9a386564&korePlacement=15&koreSubPlacement=1&traceId=mimkuxeb
104,±úÁ×,"800",506,https://www.coupang.com/vp/products/7153633600?itemId=18170700514&vendorItemId=85320086182&pickType=COU_PICK&q=%EA%B9%A8%EC%A3%BD&searchId=d700c73a18871076&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkv502
105,´ßÁ×,"1000",1182,https://www.coupang.com/vp/products/5794760395?itemId=26685377124&vendorItemId=93695650857&q=%EB%8B%AD%EC%A3%BD&searchId=37b4173713496546&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimkvmh5
106,¼Ò°í±â¹ö¼¸Á×,"800",573,https://www.coupang.com/vp/products/8804157354?itemId=25851678451&vendorItemId=93695650922&q=%EC%86%8C%EA%B3%A0%EA%B8%B0%EB%B2%84%EC%84%AF%EC%A3%BD&searchId=3e0c7e4b2738785&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimkvv5e
107,¾îÁ×,"800",559,https://www.coupang.com/vp/products/6271543323?itemId=12828104681&vendorItemId=80093835795&q=%EC%96%B4%EC%A3%BD&searchId=b20b93d711582468&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkw3je
108,ÀãÁ×,"700",873,https://www.coupang.com/vp/products/2359832380?itemId=18173088300&vendorItemId=85322368595&pickType=COU_PICK&q=%EC%9E%A3%EC%A3%BD&searchId=e917db129483233&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkwbqp
109,Àüº¹Á×,"800",587,https://www.coupang.com/vp/products/8370765971?itemId=25811769504&vendorItemId=86555207710&q=%EC%A0%84%EB%B3%B5%EC%A3%BD&searchId=7ca966c715726912&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimkwlup
110,ÂüÄ¡Á×,"800",658,https://www.coupang.com/vp/products/11459073?itemId=18489878872&vendorItemId=3025281045&pickType=COU_PICK&q=%EC%B0%B8%EC%B9%98%EC%A3%BD&searchId=46cc91ac2633138&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkwsqy
111,Ã¤¼ÒÁ×,"800",515,https://www.coupang.com/vp/products/8246262388?itemId=18797612559&vendorItemId=84993765038&q=%EC%B1%84%EC%86%8C%EC%A3%BD&searchId=73b5fb02413213&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkx0sq
112,ÆÏÁ×,"600",483,https://www.coupang.com/vp/products/7110172393?itemId=18625454701&vendorItemId=85760841332&q=%ED%8C%A5%EC%A3%BD&searchId=65afd13316736267&sourceType=search&itemsCount=35&searchRank=1&rank=1&traceId=mimkx9g1
113,È£¹ÚÁ×,"600",430,https://www.coupang.com/vp/products/7670376838?itemId=20460132561&vendorItemId=85072693340&q=%ED%98%B8%EB%B0%95%EC%A3%BD&searchId=8a479e8a2289662&sourceType=search&itemsCount=35&searchRank=1&rank=1&traceId=mimkxgep
114,ÄÜ½ºÇÁ,"400",280,https://www.coupang.com/vp/products/2038492934?itemId=11181611111&vendorItemId=88352960208&pickType=COU_PICK&q=%EC%BD%98%EC%8A%A4%ED%94%84&searchId=68e9c9222298369&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimkxoht
115,Åä¸¶Åä½ºÇÁ,"400",382,https://www.coupang.com/vp/products/7704449617?itemId=20636398586&vendorItemId=88482050905&q=%ED%86%A0%EB%A7%88%ED%86%A0%EC%8A%A4%ED%94%84&searchId=47c0d2dd15735228&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkxxux
116,±¼±¹,"450",194,https://www.coupang.com/vp/products/6908778799?itemId=16642410611&vendorItemId=83826560249&pickType=COU_PICK&q=%EA%B5%B4%EA%B5%AD&searchId=b3a22e0218043943&sourceType=search&itemsCount=36&searchRank=4&rank=4&traceId=mimky901
117,±èÄ¡±¹,"450",86,https://www.coupang.com/vp/products/7803855257?itemId=21142362706&vendorItemId=88203979344&pickType=COU_PICK&q=%EA%B9%80%EC%B9%98%EA%B5%AD&searchId=9612ca8c2581190&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkyhow
118,´Þ°¿±¹,"450",193,https://www.coupang.com/vp/products/8207057670?itemId=23545408424&vendorItemId=90571612606&pickType=COU_PICK&q=%EB%8B%AC%EA%B1%80%EA%B5%AD&searchId=663e732518594652&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkyqzu
119,°¨ÀÚ±¹,"700",220,https://www.coupang.com/vp/products/1476608792?itemId=8657380691&vendorItemId=75944567043&q=%EA%B0%90%EC%9E%90%EA%B5%AD&searchId=34231ff121648762&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkz3eo
120,¹Ì¿ª±¹,"500",50,https://www.coupang.com/vp/products/8243966974?itemId=20101854320&vendorItemId=90935044536&q=%EB%AF%B8%EC%97%AD%EA%B5%AD&searchId=ca59aab210029194&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkza71
121,¹ÙÁö¶ôÁ¶°³±¹,"550",159,https://www.coupang.com/vp/products/8847174356?itemId=25851270877&vendorItemId=92837703189&q=%EB%B0%94%EC%A7%80%EB%9D%BD%EC%A1%B0%EA%B0%9C%EA%B5%AD&searchId=f4baedd09943811&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimkzny8
122,¼Ò°í±â¹«±¹,"400",125,https://www.coupang.com/vp/products/8548297958?itemId=24758853215&vendorItemId=91886201783&pickType=COU_PICK&q=%EC%86%8C%EA%B3%A0%EA%B8%B0%EB%AC%B4%EA%B5%AD&searchId=0a495dc24623678&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimkzvuw
123,¼Ò°í±â¹Ì¿ª±¹,"650",155,https://www.coupang.com/vp/products/8243966974?itemId=20101854320&vendorItemId=90935044536&q=%EC%86%8C%EA%B3%A0%EA%B8%B0%EB%AF%B8%EC%97%AD%EA%B5%AD&searchId=9540ce7718049290&sourceType=search&itemsCount=35&searchRank=1&rank=1&traceId=miml02x8
124,¼ø´ë±¹,"800",551,https://www.coupang.com/vp/products/8487615249?itemId=24917119816&vendorItemId=91923464389&q=%EC%88%9C%EB%8C%80%EA%B5%AD&searchId=de5b66e316361622&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml0bjr
125,¾î¹¬±¹,"600",252,https://www.coupang.com/vp/products/8299990406?itemId=23943014375&vendorItemId=90964847179&q=%EC%96%B4%EB%AC%B5%EA%B5%AD&searchId=7da93b6b16362644&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml0j8v
126,¿ÀÂ¡¾î±¹,"500",169,https://www.coupang.com/vp/products/6239674723?itemId=24810727987&vendorItemId=91818267417&q=%EC%98%A4%EC%A7%95%EC%96%B4%EA%B5%AD&searchId=0f6563824631312&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml0s1r
127,Åä¶õ±¹,"250",463,https://www.coupang.com/vp/products/8847784110?itemId=25790839128&vendorItemId=71474023394&q=%ED%86%A0%EB%9E%80%EA%B5%AD&searchId=eb6685374629489&sourceType=search&itemsCount=35&searchRank=0&rank=0&traceId=miml29fi
128,ÅÁ±¹,"250",94,https://www.coupang.com/vp/products/8548297958?itemId=24758853215&vendorItemId=91886201783&pickType=COU_PICK&q=%ED%83%95%EA%B5%AD&searchId=cdd7468213549139&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml2rva
129,È«ÇÕ¹Ì¿ª±¹,"650",169,https://www.coupang.com/vp/products/1231874580?itemId=2225598694&vendorItemId=70223255593&pickType=COU_PICK&sourceType=srp_product_ads&clickEventId=fbe53780-ce64-11f0-aac0-5ded279a366d&korePlacement=15&koreSubPlacement=1&clickEventId=fbe53780-ce64-11f0-aac0-5ded279a366d&korePlacement=15&koreSubPlacement=1&traceId=miml30b2
130,È²ÅÂÇØÀå±¹,"600",184,https://www.coupang.com/vp/products/8661984379?itemId=25140872248&vendorItemId=92370895642&pickType=COU_PICK&q=%ED%99%A9%ED%83%9C%ED%95%B4%EC%9E%A5%EA%B5%AD%E3%84%B1&searchId=7b5f75df16537929&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=miml36z6
131,±Ù´ëµÈÀå±¹,"450",109,https://www.coupang.com/vp/products/6529644841?itemId=14497387807&vendorItemId=81740456993&sourceType=srp_product_ads&clickEventId=079c54f0-ce65-11f0-9298-eccd4e07f5bb&korePlacement=15&koreSubPlacement=1&clickEventId=079c54f0-ce65-11f0-9298-eccd4e07f5bb&korePlacement=15&koreSubPlacement=1&traceId=miml3eyu
132,¹Ì¼ÒµÈÀå±¹,"150",38,https://www.coupang.com/vp/products/7292745883?itemId=18785571490&vendorItemId=85916840727&q=%EB%AF%B8%EC%86%8C%EB%90%9C%EC%9E%A5%EA%B5%AD&searchId=4886c19313533306&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=miml3nfj
133,¹èÃßµÈÀå±¹,"700",122,https://www.coupang.com/vp/products/3517573?itemId=18627044427&vendorItemId=85762417127&q=%EB%B0%B0%EC%B6%94%EB%90%9C%EC%9E%A5%EA%B5%AD&searchId=958b8bad18270856&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml3v99
134,»À´Ù±ÍÇØÀå±¹ ,"1000",716,https://www.coupang.com/vp/products/8244523519?itemId=17905196223&vendorItemId=85067945385&q=%EB%BC%88%EB%8B%A4%EA%B7%80%ED%95%B4%EC%9E%A5%EA%B5%AD&searchId=aabd3bdb18271915&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=miml444l
135,¼±Áö(ÇØÀå)±¹,"1000",314,https://www.coupang.com/vp/products/8487615248?itemId=24917119916&vendorItemId=91923464419&pickType=COU_PICK&q=%EC%84%A0%EC%A7%80%ED%95%B4%EC%9E%A5%EA%B5%AD&searchId=5272e71916378676&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml4d3h
136,Äá³ª¹°±¹,"400",23,https://www.coupang.com/vp/products/8463370137?itemId=24485674040&vendorItemId=91499011675&sourceType=srp_product_ads&clickEventId=27bb7220-ce65-11f0-8c3a-085db7fd5104&korePlacement=15&koreSubPlacement=6&clickEventId=27bb7220-ce65-11f0-8c3a-085db7fd5104&korePlacement=15&koreSubPlacement=6&traceId=miml4ucl
137,½Ã±ÝÄ¡µÈÀå±¹,"400",121,https://www.coupang.com/vp/products/310077994?itemId=977477519&vendorItemId=5392648883&q=%EC%8B%9C%EA%B8%88%EC%B9%98%EB%90%9C%EC%9E%A5%EA%B5%AD&searchId=b6c81da813542184&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml52os
138,½Ã·¡±âµÈÀå±¹,"450",99,https://www.coupang.com/vp/products/7741440884?itemId=20993574732&vendorItemId=88057924340&pickType=COU_PICK&q=%EC%8B%9C%EB%9E%98%EA%B8%B0%EB%90%9C%EC%9E%A5%EA%B5%AD&searchId=5fc626b920100881&sourceType=search&itemsCount=35&searchRank=2&rank=2&traceId=miml5e44
139,¾¦µÈÀå±¹,"450",117,https://www.coupang.com/vp/products/8169350483?itemId=26899475038&vendorItemId=93916524288&q=%EC%91%A5%EB%90%9C%EC%9E%A5%EA%B5%AD&searchId=b5a685ba453214&sourceType=search&itemsCount=36&searchRank=8&rank=8&traceId=miml5vkm
140,¾Æ¿íµÈÀå±¹,"450",104,https://www.coupang.com/vp/products/310078055?itemId=977477667&vendorItemId=5392649279&pickType=COU_PICK&q=%EC%95%84%EC%9A%B1%EB%90%9C%EC%9E%A5%EA%B5%AD&searchId=66a5092024812589&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml66do
141,¿ì°ÅÁöµÈÀå±¹,"450",86,https://www.coupang.com/vp/products/8984932421?itemId=26311570145&vendorItemId=93289112988&sourceType=srp_product_ads&clickEventId=5a6d0bc0-ce65-11f0-91d5-c799cd22c6a7&korePlacement=15&koreSubPlacement=1&clickEventId=5a6d0bc0-ce65-11f0-91d5-c799cd22c6a7&korePlacement=15&koreSubPlacement=1&traceId=miml6ev0
142,¿ì°ÅÁöÇØÀå±¹,"600",158,https://www.coupang.com/vp/products/77412121?itemId=250235574&vendorItemId=3610190040&q=%EC%9A%B0%EA%B1%B0%EC%A7%80%ED%95%B4%EC%9E%A5%EA%B5%AD&searchId=a3748e6d16913413&sourceType=search&itemsCount=36&searchRank=5&rank=5&traceId=miml762r
143,¿ì··µÈÀå±¹,"500",245,https://www.coupang.com/vp/products/6669027632?itemId=18170713433&vendorItemId=85320098192&q=%EC%9A%B0%EB%A0%81%EB%90%9C%EC%9E%A5%EA%B5%AD&searchId=e9a164009680925&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml7e4k
144,°¥ºñÅÁ,"600",240,https://www.coupang.com/vp/products/5335143465?itemId=22640736098&vendorItemId=90935046352&q=%EA%B0%88%EB%B9%84%ED%83%95&searchId=bc08a5042674757&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml7l2l
145,°¨ÀÚÅÁ,"900",964,https://www.coupang.com/vp/products/8399081032?itemId=24312145084&vendorItemId=91327990856&sourceType=srp_product_ads&clickEventId=81762df0-ce65-11f0-9077-ace5b1294dc1&korePlacement=15&koreSubPlacement=12&clickEventId=81762df0-ce65-11f0-9077-ace5b1294dc1&korePlacement=15&koreSubPlacement=12&traceId=miml846r
146,°õÅÁ,"300",181,https://www.coupang.com/vp/products/7527803282?itemId=264019244&vendorItemId=91164580282&pickType=COU_PICK&q=%EA%B3%B0%ED%83%95&searchId=80552c2724814008&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml8cfo
147,¸Å¿îÅÁ,"600",403,https://www.coupang.com/vp/products/4831973474?itemId=6236619105&vendorItemId=73532440287&q=%EB%A7%A4%EC%9A%B4%ED%83%95&searchId=d869a75a10641649&sourceType=search&itemsCount=36&searchRank=5&rank=5&traceId=miml8po3
148,²¿¸®°õÅÁ,"700",751,https://www.coupang.com/vp/products/7652634235?itemId=23738482965&vendorItemId=85067945440&pickType=COU_PICK&q=%EA%BC%AC%EB%A6%AC%EA%B3%B0%ED%83%95&searchId=57fe5e9118090815&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml95ec
149,²É°ÔÅÁ,"600",241,https://www.coupang.com/vp/products/7006319842?itemId=17201668593&vendorItemId=84373652653&pickType=COU_PICK&q=%EA%BD%83%EA%B2%8C%ED%83%95&searchId=aa48a91d9830405&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=miml9jeq
150,³«ÁöÅÁ,"600",186,https://www.coupang.com/vp/products/2140731380?itemId=3635577725&vendorItemId=71621124309&q=%EB%82%99%EC%A7%80%ED%83%95&searchId=8b03e76011648519&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimla56q
151,³»ÀåÅÁ,"700",550,https://www.coupang.com/vp/products/7503441293?itemId=19645848112&vendorItemId=86751956357&sourceType=srp_product_ads&clickEventId=c8b41830-ce65-11f0-be84-fdd6c1c55745&korePlacement=15&koreSubPlacement=5&clickEventId=c8b41830-ce65-11f0-be84-fdd6c1c55745&korePlacement=15&koreSubPlacement=5&traceId=mimlafya
152,´ß°õÅÁ,"650",528,https://www.coupang.com/vp/products/8292415051?itemId=23738482411&vendorItemId=90935044476&q=%EB%8B%AD%EA%B3%B0%ED%83%95&searchId=9aae736e18188863&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimlaqhw
153,´ßººÀ½ÅÁ,"300",372,https://www.coupang.com/vp/products/7402719568?itemId=20688481859&vendorItemId=87760150339&q=%EB%8B%AD%EB%B3%B6%EC%9D%8C%ED%83%95&searchId=a3f155882548803&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimlayap
154,Áö¸®ÅÁ,"600",261,https://www.coupang.com/vp/products/8719336105?itemId=25326352592&vendorItemId=92321233134&sourceType=srp_product_ads&clickEventId=dea68880-ce65-11f0-8417-c3202b4cb7af&korePlacement=15&koreSubPlacement=1&clickEventId=dea68880-ce65-11f0-8417-c3202b4cb7af&korePlacement=15&koreSubPlacement=1&traceId=mimlbf5d
155,µµ°¡´ÏÅÁ,"800",564,https://www.coupang.com/vp/products/7828231267?itemId=22333997568&vendorItemId=89379282329&q=%EB%8F%84%EA%B0%80%EB%8B%88%ED%83%95&searchId=a742a1382824737&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimlbok9
156,»ï°èÅÁ,"1000",881,https://www.coupang.com/vp/products/6642390521?itemId=64772634&vendorItemId=3102274157&q=%EC%82%BC%EA%B3%84%ED%83%95&searchId=dd8f5a1f16793153&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimlc5c0
157,¼³··ÅÁ,"600",423,https://www.coupang.com/vp/products/1546810594?itemId=22640684028&vendorItemId=90935046509&q=%EC%84%A4%EB%A0%81%ED%83%95&searchId=b6f7c8cf19111784&sourceType=search&itemsCount=35&searchRank=2&rank=2&traceId=mimldd54
158,¾ËÅÁ,"700",424,https://www.coupang.com/vp/products/1261173605?itemId=2262277077&vendorItemId=75193746903&q=%EC%95%8C%ED%83%95&searchId=2a8c089111632571&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimldk0g
159,¿¬Æ÷ÅÁ,"1000",541,https://www.coupang.com/vp/products/2140731380?itemId=3635577725&vendorItemId=71621124309&q=%EC%97%B0%ED%8F%AC%ED%83%95&searchId=40e202b616089950&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimleull
160,¿À¸®ÅÁ,"600",481,https://www.coupang.com/vp/products/9157844644?itemId=26973573373&vendorItemId=93942452112&q=%EC%98%A4%EB%A6%AC%ED%83%95&searchId=6e59a46d13587618&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimlekcg
161,Ãß¾îÅÁ,"700",339,https://www.coupang.com/vp/products/7069941268?itemId=17905188457&vendorItemId=85067937607&q=%EC%B6%94%EC%96%B4%ED%83%95&searchId=d0bb16d619493829&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimlf4tj
162,ÇØ¹°ÅÁ,"600",272,https://www.coupang.com/vp/products/6635915897?itemId=15150191934&vendorItemId=82371721436&q=%ED%95%B4%EB%AC%BC%ED%83%95&searchId=16e4e8732042255&sourceType=search&itemsCount=36&searchRank=5&rank=5&traceId=mimlfhim
163,´ß°³Àå,"700",317,https://www.coupang.com/vp/products/6823748361?itemId=18011029350&vendorItemId=85166621935&q=%EB%8B%AD%EA%B0%9C%EC%9E%A5&searchId=3bd411a010084634&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimlfti6
164,À°°³Àå,"440",138,https://www.coupang.com/vp/products/7675449201?itemId=19087637083&vendorItemId=90935045129&q=%EC%9C%A1%EA%B0%9C%EC%9E%A5&searchId=fb3d155617026472&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimlg1of
165,»ÀÇØÀå±¹,"1000",693,https://www.coupang.com/vp/products/8710080120?itemId=25295235540&vendorItemId=80270286394&sourceType=srp_product_ads&clickEventId=6c783a50-ce66-11f0-899b-14ce08192c95&korePlacement=15&koreSubPlacement=20&clickEventId=6c783a50-ce66-11f0-899b-14ce08192c95&korePlacement=15&koreSubPlacement=20&traceId=mimlgwku
166,¹Ì¿ª¿ÀÀÌ³Ã±¹,"450",77,https://www.coupang.com/vp/products/8346582794?itemId=24109172943&vendorItemId=91128465998&pickType=COU_PICK&q=%EB%AF%B8%EC%97%AD%EC%98%A4%EC%9D%B4%EB%83%89%EA%B5%AD&searchId=92767d8116962163&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mimlh5ga
167,°íµî¾îÂî°³,"600",605,https://www.coupang.com/vp/products/7028518975?itemId=19224392693&vendorItemId=86341064530&q=%EA%B3%A0%EB%93%B1%EC%96%B4%EC%B0%8C%EA%B0%9C&searchId=087e7a7d18133097&sourceType=search&itemsCount=36&searchRank=9&rank=9&traceId=mimlhsh2
168,²ÇÄ¡Âî°³,"300",357,https://www.coupang.com/vp/products/8244573078?itemId=25630547296&vendorItemId=92620695147&q=%EA%BD%81%EC%B9%98%EC%B0%8C%EA%B0%9C&searchId=40e225c113613374&sourceType=search&itemsCount=36&searchRank=8&rank=8&traceId=mimli4it
169,µ¿ÅÂÂî°³,"800",370,https://www.coupang.com/vp/products/8442095905?itemId=24419566187&vendorItemId=91433991620&pickType=COU_PICK&q=%EB%8F%99%ED%83%9C%EC%B0%8C%EA%B0%9C&searchId=e768670e4644247&sourceType=search&itemsCount=35&searchRank=9&rank=9&traceId=mimlik92
170,ºÎ´ëÂî°³,"600",526,https://www.coupang.com/vp/products/6550107230?itemId=14619289223&vendorItemId=81860958320&sourceType=srp_product_ads&clickEventId=b1fefeb0-ce66-11f0-be2a-7a8a1501dee3&korePlacement=15&koreSubPlacement=1&clickEventId=b1fefeb0-ce66-11f0-be2a-7a8a1501dee3&korePlacement=15&koreSubPlacement=1&traceId=mimlirn4
171,µÈÀåÂî°³,"400",147,https://www.coupang.com/vp/products/7750263545?itemId=23912695242&vendorItemId=90935045585&q=%EB%90%9C%EC%9E%A5%EC%B0%8C%EA%B0%9C&searchId=0aef538117055875&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimlj5i7
172,Ã»±¹ÀåÂî°³,"400",275,https://www.coupang.com/vp/products/8935256118?itemId=26147488105&vendorItemId=93127514258&pickType=COU_PICK&q=%EC%B2%AD%EA%B5%AD%EC%9E%A5%EC%B0%8C%EA%B0%9C&searchId=9b08001c2678297&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimljgdg
173,µÎºÎÀü°ñ,"500",315,
174,°öÃ¢Àü°ñ,"600",533,https://www.coupang.com/vp/products/5455150697?itemId=8336293995&vendorItemId=75624122163&sourceType=srp_product_ads&clickEventId=d60d0950-ce66-11f0-9a3c-0e02111d9396&korePlacement=15&koreSubPlacement=9&clickEventId=d60d0950-ce66-11f0-9a3c-0e02111d9396&korePlacement=15&koreSubPlacement=9&traceId=mimlk3qd
175,¼Ò°í±âÀü°ñ,"300",203,https://www.coupang.com/vp/products/7802318025?itemId=21215111227&vendorItemId=88276187218&sourceType=srp_product_ads&clickEventId=ddb6dbe0-ce66-11f0-8c40-1816c60e35c9&korePlacement=15&koreSubPlacement=1&clickEventId=ddb6dbe0-ce66-11f0-8c40-1816c60e35c9&korePlacement=15&koreSubPlacement=1&traceId=mimlkget
176,±¹¼öÀü°ñ,"400",643,https://www.coupang.com/vp/products/7802318025?itemId=21134358740&vendorItemId=88196054515&pickType=COU_PICK&sourceType=srp_product_ads&clickEventId=e743ed60-ce66-11f0-a1b3-1dd673e8f48d&korePlacement=15&koreSubPlacement=1&clickEventId=e743ed60-ce66-11f0-a1b3-1dd673e8f48d&korePlacement=15&koreSubPlacement=1&traceId=mimlkvdg
177,µÅÁö°í±â±èÄ¡Âî°³,"400",246,https://www.coupang.com/vp/products/1299007685?itemId=24293074734&vendorItemId=91309166610&pickType=COU_PICK&q=%EB%8F%BC%EC%A7%80%EA%B3%A0%EA%B8%B0%EA%B9%80%EC%B9%98%EC%B0%8C%EA%B0%9C&searchId=01b56c3716850618&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mimll4to
178,¹ö¼¸Âî°³,"400",172,
179,ÂüÄ¡±èÄ¡Âî°³,"400",194,https://www.coupang.com/vp/products/1122349451?itemId=19282563739&vendorItemId=86397518439&sourceType=srp_product_ads&clickEventId=08a7e6a0-ce67-11f0-bd96-fc30ffe74b39&korePlacement=15&koreSubPlacement=1&clickEventId=08a7e6a0-ce67-11f0-bd96-fc30ffe74b39&korePlacement=15&koreSubPlacement=1&traceId=mimllwgk
